usage_id	word	orth	sense_id	gloss	example	indices_target_token	date	period
train_ru_681	отодрать	отодрать	otodrat'_DTpvH57MWE0	кого., что.; оторвать (обычно с усилием), отделить что-либо прочно прикреплённое	Отдирая кромку отъ сукна, изодралъ его поперекъ. Лубъ отдираютъ съ липки. Отодралъ бы подкову, вишь хлябаетъ. Судно подъ парусами отдираетъ отъ берега,		old	old
train_ru_682	отодрать	отодрать	otodrat'_D7R2SY2t04U	кого, больно высѣчь., быть отдираему;	Отодрать		old	old
train_ru_683	отодрать	отодрать	otodrat'_mgfufdZ7JS0	отрываться какъ-бы собою, отъ себя. рѣчкой. Береста весной легко отдирается. Одна пола платья отодралась.	Берегъ подмывается и отдирается		old	old
train_ru_684	отодрать	отодрать	otodrat'_fq322Y_56zE	кого.; вульг. совершить половой акт	Так и сидим с женой в трёх комнатах, кукуем… А остальные пятнадцать закрыты… На рыбалку вот с ребятами съездить, заложить по триста грамм под уху, тёлку отодрать — всех радостей…		new	new
train_ru_685	отодрать	отодрать	otodrat'_fq322Y_56zE	кого.; вульг. совершить половой акт	На горе стоит баран, // Ревёт, сена просит! // Погоди, баран, орать, // Дай цыганку отодрать!		new	new
train_ru_686	отодрать	отодрать	otodrat'_fq322Y_56zE	кого.; вульг. совершить половой акт	— Чего хочет мой хозяин? — Отодрать тебя, как последнюю суку. — Поиметь меня во все мои дыры? — Именно.		new	new
train_ru_687	откачать	откачать	otkachat'_vAbJj1apRrE	кончить, перестать качаться.			old	old
train_ru_688	откачать	откачать	otkachat'_X8c7PQtZpQY	перекачкой удалить жидкость или газ из некоего сосуда или объема	Для доказательства весомости воздуха достаточно было бы откачать воздух из какого-либо сосуда или накачать его в прочный сосуд.		new	new
train_ru_689	откачать	откачать	otkachat'_X8c7PQtZpQY	перекачкой удалить жидкость или газ из некоего сосуда или объема	Повреждённый отсек или отсеки сразу заполнялись водой, и никакими водоотливными средствами, если в них есть пробоина, воду не откачать, можно лишь бороться с фильтрацией воды в соседние отсеки через переборки, потрясенные взрывом.		new	new
train_ru_690	откачать	откачать	otkachat'_X8c7PQtZpQY	перекачкой удалить жидкость или газ из некоего сосуда или объема	воду, выкачать насосомъ, отлить. Судно чуть не потонуло, насилу откачали. Вода		old	old
train_ru_691	откачать	откачать	otkachat'_ogx7BrQWvP8	по народному обычаю, т. е. его качаютъ на рукахъ, или ещо на бочкѣ, чтобы онъ очнулся., быть откачиваему;	Утопленика откачиваютъ,		old	old
train_ru_692	откачать	откачать	otkachat'_K6pgdNbM4Z4	перен., разг. вернуть к жизни	Откачать «белого», говорит спасатель с 35-летним стажем Кузнецова, проще всег — в его лёгких ещё есть кислород, поэтому массаж сердца и искусственное дыхание возвращают незадачливого пловца к жизни.		new	new
train_ru_693	откачать	откачать	otkachat'_K6pgdNbM4Z4	перен., разг. вернуть к жизни	Откачать Аркашу не удалось, он умер за полчаса до того, как его вытащили из кальсон.		new	new
train_ru_694	откланяться	откланяться	otklanjat'sja_giSxhsay5sw	ответить поклоном или поклонами на приветствие, на любезное обращение и т. п.	Он вошел пасмурный, как ночь, откланялся неловко, за что тотчас же рассердился — на себя, разумеется.		new	new
train_ru_695	откланяться	откланяться	otklanjat'sja_giSxhsay5sw	ответить поклоном или поклонами на приветствие, на любезное обращение и т. п.	Я бы вернулась с ним домой; он бы откланялся и, может быть, попросил бы позволения поцеловать мою руку, — и я, не снимая перчатки, подала бы ему — вот так — самые кончики пальцев…		new	new
train_ru_696	откланяться	откланяться	otklanjat'sja_giSxhsay5sw	ответить поклоном или поклонами на приветствие, на любезное обращение и т. п.	Ему кланяешься, а онъ и не откланяется.		old	old
train_ru_697	откланяться	откланяться	otklanjat'sja_vfMTcHS9S3E	устар. сделать поклон или поклоны при прощании	Князь тотчас же откланялся на обе стороны и молча вышел.		new	new
train_ru_698	откланяться	откланяться	otklanjat'sja_vfMTcHS9S3E	устар. сделать поклон или поклоны при прощании			old	old
train_ru_699	откланяться	откланяться	otklanjat'sja_yxZqXYyaMW4	разг. проститься	Доведши Великого Князя до моста, я ему откланялся (вероятно, противу этикета).		new	new
train_ru_700	откланяться	откланяться	otklanjat'sja_yxZqXYyaMW4	разг. проститься	— Покорно вас благодарю-с, — отвечал, комически поклонясь и шаркнув ногой, майор, и затем еще раз поцеловал на прощанье руку у попадьи и откланялся.		new	new
train_ru_701	откланяться	откланяться	otklanjat'sja_yxZqXYyaMW4	разг. проститься	Засим позвольте откланяться.		new	new
train_ru_702	откланяться	откланяться	otklanjat'sja_yxZqXYyaMW4	разг. проститься	После Чернышева был принят приехавший откланяться генерал-губернатор Западного края, Бибиков.		new	new
train_ru_703	откровенный	откровенный	otkrovennyj_9-Y1FoWGeH4	очевидный, нескрываемый	У этой Тонечки, черт её возьми, такие амуры! А грудь? Ну, да тебе это лучше знать… Этот откровенный намёк сначала покоробил Привалова, но потом он успокоился, потому что «Моисей» сболтнул спьяна и завтра же позабудет обо всем.		new	new
train_ru_704	откровенный	откровенный	otkrovennyj_9-Y1FoWGeH4	очевидный, нескрываемый	Ведь то была комедия от начала до конца, то была игра в любовь к ближнему, самая откровенная игра, которую понимали даже дети и глупые бабы!		new	new
train_ru_705	откровенный	откровенный	otkrovennyj_9-Y1FoWGeH4	очевидный, нескрываемый	Он никогда в жизни ещё не слышал такой откровенной лжи, высказанной таким искренним и страдальческим голосом.		new	new
train_ru_706	откровенный	откровенный	otkrovennyj_9-Y1FoWGeH4	очевидный, нескрываемый			old	old
train_ru_707	откровенный	откровенный	otkrovennyj_XDfPMNprdA4	искренний, чистосердечный	Я просила вас всегда об одном: быть со мной совершенно откровенным и не считать меня дурой; любить женщину нельзя себя заставить, но не обманывать женщину — это долг всякого, хоть сколько-нибудь честного человека; между нами всё теперь кончено; я наложницей вашей состоять при вашем семействе не желаю.		new	new
train_ru_708	откровенный	откровенный	otkrovennyj_XDfPMNprdA4	искренний, чистосердечный	Человек честный, благородный, откровенный, но простой, не умеющий хорошо говорить по-французски, незнакомый с приемами и хитростями большого света, при всех дарованиях и заслугах своих, не добьется и десятой доли того, чем пользуется смелый, бесстыдный и бессовестный негодяй, известный своими порочными наклонностями и делами.		new	new
train_ru_709	откровенный	откровенный	otkrovennyj_XDfPMNprdA4	искренний, чистосердечный	В минуты откровенных излияний он хвастался тем, что был другом Баркова и что последний будто 6ы даже благословил его на одре смерти.		new	new
train_ru_710	откровенный	откровенный	otkrovennyj_XDfPMNprdA4	искренний, чистосердечный	Наружности он был богатырской: высокий и стройный, с белыми, как слоновая кость, зубами, с длинным тёмно-русым усом, с голосом громким, звонким и с откровенным, раскатистым смехом; говорил отрывисто и скороговоркою.		new	new
train_ru_711	откровенный	откровенный	otkrovennyj_XDfPMNprdA4	искренний, чистосердечный	Откровенный человѣкъ, открытый или прямой, нараспашку, искреннiй, прямодушный, чистосердечный. Откровенныя		old	old
train_ru_712	откровенный	откровенный	otkrovennyj_BoPDSGLvjKc	наука о Богѣ и спасенЁи человѣческомъ, основанная на св. святой ПисанЁи, на откровенЁи.	Откровенное богословЁе,		old	old
train_ru_713	откровенный	откровенный	otkrovennyj_IRpXzpn-DfY	об одежде слишком обнажающий, открывающий тело	Даже не видно было шныряющих у пристаней ночных темнокожих фей-малаек, чтобы смущать матросов всевозможных национальностей, давно не бывших на берегу, и своим более чем откровенным нарядом, и выразительными пантомимами, и острым, неприятным запахом кокосового масла, которым малайки расточительно пользуются, смазывая им и волосы, и руки, и шею.		new	new
train_ru_714	отлить	отлить	otlit'_ZyhtB9iifbI	перелить или вылить часть жидкости из ёмкости, обычно в другую ёмкость	Хорошо, что Орган вовремя спохватился, и, пользуясь небольшой передышкой, они смогли отлить накопившуюся воду из лодки.		new	new
train_ru_715	отлить	отлить	otlit'_ZyhtB9iifbI	перелить или вылить часть жидкости из ёмкости, обычно в другую ёмкость	Не трудно было Тёркину отлить половину опиума в пузырёк и поставить склянку в угол так, чтобы она не бросалась в глаза.		new	new
train_ru_716	отлить	отлить	otlit'_ZyhtB9iifbI	перелить или вылить часть жидкости из ёмкости, обычно в другую ёмкость	долить.		old	old
train_ru_717	отлить	отлить	otlit'_FQrk7ebc9P8	техн. изготовить литьём	Первый министр приказал между тем отлить в большом арсенале Тегерана 40 новых пушек и получил из Амоля в Мазендеране 20 тыс. снарядов и продолжал хвастаться в том же духе.		new	new
train_ru_718	отлить	отлить	otlit'_FQrk7ebc9P8	техн. изготовить литьём	С бронзой дело обстоит так: прежде чем отлить из бронзы, литейщик отливает нашу вещь из воска.		new	new
train_ru_719	относительный	относительный	otnositel'nyj_ZgQC-z0c_R0	, въ чомъ есть отношенье къ чему-либо, зависимость отъ чего-либо; сравнительный, подчиненный, условный, обусловленный, зависимый, ограниченный;. абсолютный, отрѣшонный, безграничный, безусловный, несравнимый, особный, независимый, самостоятельный. Мало и много, просторно и тѣсно, тяжело и легко -- ипр.	Деление чувств на стенические, повышающие, и астенические, понижающие жизнедеятельность (И.Кант), имеет лишь относительное значение, поскольку одно и то же чувство в зависимости от различных условий ― прежде всего силы его ― может быть и «стеническим», и «астеническим». < … >		new	new
train_ru_720	относительный	относительный	otnositel'nyj_ZgQC-z0c_R0	, въ чомъ есть отношенье къ чему-либо, зависимость отъ чего-либо; сравнительный, подчиненный, условный, обусловленный, зависимый, ограниченный;. абсолютный, отрѣшонный, безграничный, безусловный, несравнимый, особный, независимый, самостоятельный. Мало и много, просторно и тѣсно, тяжело и легко -- ипр.	Сила здесь вовсе не сила, а только относительное бессилие окружающего.		new	new
train_ru_721	относительный	относительный	otnositel'nyj_ZgQC-z0c_R0	, въ чомъ есть отношенье къ чему-либо, зависимость отъ чего-либо; сравнительный, подчиненный, условный, обусловленный, зависимый, ограниченный;. абсолютный, отрѣшонный, безграничный, безусловный, несравнимый, особный, независимый, самостоятельный. Мало и много, просторно и тѣсно, тяжело и легко -- ипр.	понятiя относительныя. Сравнительный вѣсъ, уравнительный, удѣльный, вѣсъ тѣла, вещества, объемомъ въ одинъ фунтъ воды. Удѣльный вѣсъ алмаза 31/2, платины 191/2, железа 71/2, т. е. во столько разъ они тяжеле воды; удѣльн. вѣсъ угля 1/3, т. е. онъ втрое легче воды. Относительное мѣстоименье, грамат. которое относится къ предмету, указываетъ, ссылается на него, нпр. кой, который, чей, кто		old	old
train_ru_722	относительный	относительный	otnositel'nyj_ZgQC-z0c_R0	, въ чомъ есть отношенье къ чему-либо, зависимость отъ чего-либо; сравнительный, подчиненный, условный, обусловленный, зависимый, ограниченный;. абсолютный, отрѣшонный, безграничный, безусловный, несравнимый, особный, независимый, самостоятельный. Мало и много, просторно и тѣсно, тяжело и легко -- ипр.	Она склонна к абсолютному, прямолинейному суждению, между тем как реальная действительность относительна и сложна.		new	new
train_ru_723	относительный	относительный	otnositel'nyj_EQOuWaWnaSM	некоторый, сравнительно небольшой, умеренный	Надежды возлагали на чемпионку мира Ольгу Егорову, однако после относительной неудачи на «пятерке» в Осло второй этап «Золотой лиги» она решила пропустить.		new	new
train_ru_724	относительный	относительный	otnositel'nyj_EQOuWaWnaSM	некоторый, сравнительно небольшой, умеренный	В столовой наступила относительная тишина; меланхолически звучала гитара.		new	new
train_ru_725	отрасль	отрасль	otrasl'_ue41uWfTYjI	ж., о деревѣ, растенiи, отпрыскъ, побѣгъ, новый сучокъ, погонъ, отродокъ отъ корня; о родѣ человѣческомъ, поколѣнье, потомство, родъ, колѣно, порожденье; о горномъ кряжѣ, отрогъ, отпрядышъ, вѣтвь, отсоха. [	Старик в самом деле горячо любил сына, единственную отрасль своей фамилии, портрет покойной жены, о которой часто вспоминал с сожалением.		new	new
train_ru_726	отрасль	отрасль	otrasl'_ue41uWfTYjI	ж., о деревѣ, растенiи, отпрыскъ, побѣгъ, новый сучокъ, погонъ, отродокъ отъ корня; о родѣ человѣческомъ, поколѣнье, потомство, родъ, колѣно, порожденье; о горномъ кряжѣ, отрогъ, отпрядышъ, вѣтвь, отсоха. [	Отрасль наукъ, знанЁй, художествъ, часть, отдѣлъ, вѣтвь. По яблонкѣ и отрасль. Онъ послѣднЁй въ родѣ своемъ, и съ нимъ угасаетъ отрасль этого рода. Мугоджары считаются отраслью Урала. Мочальный промыселъ дѣлится на отрасли рогожную, лапотную, лычажную ипр. Есть у меня 3 отрасли первая отрасль -- тѣлу отчистъ; вторая отрасль -- больнымъ исцѣленье; третья отрасль -- языку молчанье		old	old
train_ru_727	отрасль	отрасль	otrasl'_ue41uWfTYjI	ж., о деревѣ, растенiи, отпрыскъ, побѣгъ, новый сучокъ, погонъ, отродокъ отъ корня; о родѣ человѣческомъ, поколѣнье, потомство, родъ, колѣно, порожденье; о горномъ кряжѣ, отрогъ, отпрядышъ, вѣтвь, отсоха. [	Отрасль эта, под именем Сарванского хребта, тянется между Индегскими и Сарванскими озерами…		new	new
train_ru_728	отрасль	отрасль	otrasl'_ue41uWfTYjI	ж., о деревѣ, растенiи, отпрыскъ, побѣгъ, новый сучокъ, погонъ, отродокъ отъ корня; о родѣ человѣческомъ, поколѣнье, потомство, родъ, колѣно, порожденье; о горномъ кряжѣ, отрогъ, отпрядышъ, вѣтвь, отсоха. [	Так говорит Господь Бог: и возьму Я с вершины высокого кедра, и посажу; с верхних побегов его оторву нежную отрасль и посажу на высокой и величественной горе.		new	new
train_ru_729	отрасль	отрасль	otrasl'_ue41uWfTYjI	ж., о деревѣ, растенiи, отпрыскъ, побѣгъ, новый сучокъ, погонъ, отродокъ отъ корня; о родѣ человѣческомъ, поколѣнье, потомство, родъ, колѣно, порожденье; о горномъ кряжѣ, отрогъ, отпрядышъ, вѣтвь, отсоха. [	Бенкендорф, указывает Волконский, полагал, что на честных началах было бы полезно и для царя, и для отечества учредить отрасль соглядатаев, то есть честную тайную политическую полицию.		new	new
train_ru_730	отрасль	отрасль	otrasl'_ue41uWfTYjI	ж., о деревѣ, растенiи, отпрыскъ, побѣгъ, новый сучокъ, погонъ, отродокъ отъ корня; о родѣ человѣческомъ, поколѣнье, потомство, родъ, колѣно, порожденье; о горномъ кряжѣ, отрогъ, отпрядышъ, вѣтвь, отсоха. [	Ведь рыбная отрасль занимает третью часть экономики Приморья.		new	new
train_ru_731	отрицатель	отрицатель	otritsatel'_TArftzSwXq0	[ж.] отрицающiй что-либо. духъ зла, дЁаволъ.	Либералы, отрицатели, скептики, равно как и проповедники социальных идей, ― все вдруг оказываются горячими русскими патриотами, по крайней мере, в большинстве.		new	new
train_ru_732	отрицатель	отрицатель	otritsatel'_TArftzSwXq0	[ж.] отрицающiй что-либо. духъ зла, дЁаволъ.	Когда Коперник учтивым образом опроверг бывшие до него солнечные системы и взамен их дал новую, то выражение «проверенное», конечно, более приличествовало новой, чем какой-либо из старых систем; это факт, который отрицать нельзя под опасением попасть в число самых отчаянных отрицателей.		new	new
train_ru_733	отрицатель	отрицатель	otritsatel'_TArftzSwXq0	[ж.] отрицающiй что-либо. духъ зла, дЁаволъ.	Духъ отрицатель,		old	old
train_ru_734	отрицатель	отрицатель	otritsatel'_TArftzSwXq0	[ж.] отрицающiй что-либо. духъ зла, дЁаволъ.	Остальные при входе несколько зацеремонились и чуть не сконфузились, смотрели однако же важно и видимо боялись как-нибудь уронить достоинство, что странно не гармонировало с их репутацией отрицателей всех бесполезных светских мелочей, предрассудков и чуть ли не всего на свете, кроме собственных интересов.		new	new
train_ru_735	отрицатель	отрицатель	otritsatel'_TArftzSwXq0	[ж.] отрицающiй что-либо. духъ зла, дЁаволъ.	Он, Лермонтов, искал положительного и не нашел его, и вот, по неизъяснимой воле рока, сам должен был отрицать, отрицать отрицателей.		new	new
train_ru_736	отрыжка	отрыжка	otryzhka_wmkO49Xi4Pc	мед. выход газов или пищи из желудочно-кишечного тракта	Наименее частый вид судорог, это ― крик, хохот, всхлипывание, судорожные слезы, икота, отрыжка и иные судорожные формы, свойственные малой истерии.		new	new
train_ru_737	отрыжка	отрыжка	otryzhka_wmkO49Xi4Pc	мед. выход газов или пищи из желудочно-кишечного тракта	У меня отрыжка, не знаю отъ чего, изжога, болѣзненный припадокъ. Отъ луку, у меня всегда бываетъ отрыжка. Не по		old	old
train_ru_738	отрыжка	отрыжка	otryzhka_YEbJAjJ2asI	перен., пренебр. порождение, пережиток	А эгоизм ― самая отвратительная отрыжка буржуазной идеологии.		new	new
train_ru_739	отрыжка	отрыжка	otryzhka_YEbJAjJ2asI	перен., пренебр. порождение, пережиток	Двое гениальные кадета, завязавшие международные сношения с польскою эмиграцией, суть ваш князь Орлов и любезнейший граф Левашев ― чудище и гнуснейшая отрыжка Аракчеевых времен.		new	new
train_ru_740	отстой	отстой	otstoj_FY91gzw3I30	результат такого действия; отстоявшийся слой, осадок, выделившаяся в результате отстаивания часть какой-либо жидкости	Отработанные масла и отстой топлива из топливных баков необходимо сливать только в специальную тару.		new	new
train_ru_741	отстой	отстой	otstoj_FY91gzw3I30	результат такого действия; отстоявшийся слой, осадок, выделившаяся в результате отстаивания часть какой-либо жидкости	Отстой		old	old
train_ru_742	отстой	отстой	otstoj_6g_LFKOdmQc	м., отстойка об. областное слово дѣйст. по гл.			old	old
train_ru_743	отстой	отстой	otstoj__WzoWgJ6tVM	трансп. действие по значению гл. отстаиваться; временное, обычно продолжительное бездействие транспортных средств; стоянка транспорта между рейсами	С Ангары ему откликались и вторили протяжными тоскливыми гудками суда, уходящие на зимний отстой.		new	new
train_ru_744	отстой	отстой	otstoj__WzoWgJ6tVM	трансп. действие по значению гл. отстаиваться; временное, обычно продолжительное бездействие транспортных средств; стоянка транспорта между рейсами	Отстой для судовъ кмчт.		old	old
train_ru_745	отстой	отстой	otstoj__Ues8-7uCzc	звѣря на отстой сиб. сибирское слово остановили, задержали до прихода звѣровщика.	Собаки поставили		old	old
train_ru_746	отстой	отстой	otstoj_ID22NTt2Fmk	одинокая скала на отшибѣ. [	Отстой забайк.		old	old
train_ru_747	отстой	отстой	otstoj_IsctqgrLQ-8	перен., сленг нечто плохое, низкокачественное	— Сказала, что «Евгений Онегин» отстой, — поджала губы Кристя, — между прочим, русичка предложила нам высказать собственное мнение!		new	new
train_ru_748	отстой	отстой	otstoj_IsctqgrLQ-8	перен., сленг нечто плохое, низкокачественное	Сколько я знала заколдованных принцев — все они были полный отстой.		new	new
train_ru_749	отсюда	отсюда	otsjuda_dGLqHDoyt5A	перен. книжн. будучи обусловленным, вытекая из сказанного только что; по этой причине	В середине 1990-х годов население нашей страны ещё обладало достаточно большим инвестиционным потенциалом (отсюда возникшие в то время многочисленные финансовые пирамиды).		new	new
train_ru_750	отсюда	отсюда	otsjuda_dGLqHDoyt5A	перен. книжн. будучи обусловленным, вытекая из сказанного только что; по этой причине	Конечно, никакого воровства не было: кому нужны паровозные колёса, поршни или шатуны, ― но часто рабочие спешили, не оформляли вовремя, мол, успеем, потом оформим, а потом забывали, отсюда недостачи, недоразумения, надо смотреть в оба, за всем углядеть, тем более дело для отца новое.		new	new
train_ru_751	отсюда	отсюда	otsjuda_dGLqHDoyt5A	перен. книжн. будучи обусловленным, вытекая из сказанного только что; по этой причине	Отсюду		old	old
train_ru_752	отсюда	отсюда	otsjuda_ocBKizsGS0I	из этого места, от этого места	Я бы на твоём месте рванул отсюда, пока выпускают.		new	new
train_ru_753	отсюда	отсюда	otsjuda_ocBKizsGS0I	из этого места, от этого места	Отсюда дотуда три сажени. Отсюда до города далеко. Отсюду не видать. Отсюда не идетъ, и оттуда не		old	old
train_ru_754	отсюда	отсюда	otsjuda_FyMktdehCls	Изъ сего мѣста.	Они оба отсюда родомъ.		old	old
train_ru_755	отсюда	отсюда	otsjuda_QDdMOu-NO-I	Отнынѣ, съ сего времени, отъ сей поры.	Отсюды и впредь не стану.		old	old
train_ru_756	оттекать	оттекать	ottekat'_jJPQTvvk3rI	стекать, утекать в сторону, в другое место	По грудному протоку лимфа оттекает от нижних конечностей, стенок и органов таза и брюшной полости, левой половины грудной полости.		new	new
train_ru_757	оттекать	оттекать	ottekat'_jJPQTvvk3rI	стекать, утекать в сторону, в другое место	Образовавшиеся в листьях углеводы оттекают в оси ветвей и далее через околоплодник — в семя.		new	new
train_ru_758	оттекать	оттекать	ottekat'_jJPQTvvk3rI	стекать, утекать в сторону, в другое место	Откинь творогъ, чтобы оттёкъ, или чтобъ сыворотка оттекла. Оттеканье дл., оттеченье ок., оттёкъ состоянье по гл. [С оттокъ		old	old
train_ru_759	оттекать	оттекать	ottekat'_a8Pq8lqLvmg	перен. удаляться потоком из какого-либо места	Свет за окнами казался вялым, а разные шумы вокруг словно бы не собирались сюда, в одно место для слуха, а оттекали в стороны.		new	new
train_ru_760	оттекать	оттекать	ottekat'_a8Pq8lqLvmg	перен. удаляться потоком из какого-либо места	На мировых деловых рынках кончился кризис, начали расти учетные ставки, и капитал стал оттекать; укрепление рубля привело к снижению конкурентоспособности наших производителей.		new	new
train_ru_761	оттепель	оттепель	ottepel'_a14Dv8LMqH4	метеорол. потепление, тёплая погода (зимой или ранней весной), сопровождающаяся таянием снега, льда	Ёжик звал Слона три дня и две ночи. А на третью ночь ему стало так тепло, что он даже сбросил с себя полушубок и валенки. Это в лес пришла оттепель.		new	new
train_ru_762	оттепель	оттепель	ottepel'_a14Dv8LMqH4	метеорол. потепление, тёплая погода (зимой или ранней весной), сопровождающаяся таянием снега, льда	Была ещё и теплынь на воле, настоящая оттепель, с уханьем сползал подтаявший снег с крыши, и непрерывно что-то сочилось, капало, тренькало под окном.		new	new
train_ru_763	оттепель	оттепель	ottepel'_a14Dv8LMqH4	метеорол. потепление, тёплая погода (зимой или ранней весной), сопровождающаяся таянием снега, льда	Накануне началась оттепель. По склонам холмов в Нескучном саду из-под растаявшего снега кое-где выглядывали мокрые прелые листья, но в овражках снег был плотным.		new	new
train_ru_764	оттепель	оттепель	ottepel'_a14Dv8LMqH4	метеорол. потепление, тёплая погода (зимой или ранней весной), сопровождающаяся таянием снега, льда	зимнее тепло, погода, когда не мерзнетъ, а таетъ. Введенскiя оттепели; по повѣрью введенье ломаетъ леденье.		old	old
train_ru_765	оттепель	оттепель	ottepel'_dxQjKa-6rZ0	перен. ослабление политического гнёта, расширение политических прав и свобод	Был в выступлении президента упомянут ещё ряд мер. Так, окончательно была зафиксирована налоговая и административная оттепель, впервые появившаяся в прошлогоднем послании Федеральному собранию. Налоговые ставки для всего бизнеса не будут меняться ближайшие четыре года ― независимо от нагрузки на федеральный бюджет. Индивидуальные предприниматели получат налоговые каникулы, a greenfield-проекты ― льготы.		new	new
train_ru_766	оттепель	оттепель	ottepel'_dxQjKa-6rZ0	перен. ослабление политического гнёта, расширение политических прав и свобод	Период правления Хрущёва иногда называют «оттепелью»: были выпущены на свободу многие политические заключённые, по сравнению с периодом правления Сталина активность репрессий значительно снизилась.		new	new
train_ru_767	оттепель	оттепель	ottepel'_dxQjKa-6rZ0	перен. ослабление политического гнёта, расширение политических прав и свобод	Сейчас разного рода международными соревнованиями никого не удивишь, а в те годы это было очень большой редкостью: «железный занавес» только-только стал подниматься, знаменитая «хрущёвская оттепель» едва начиналась, и советских людей, которые могли выезжать за границу, было ещё немного.		new	new
train_ru_768	оттого	оттого	ottogo_sY5pSbbyKsk	нареч. разг. обычно с последующим «и» по этой причине, вследствие этого; поэтому	Она умела только тревожиться, но чтобы составить какое-нибудь сметливое предположение, для этого никак ее не ставало, и оттого, более нежели всякая другая, она имела потребность в нежной дружбе и советах.		new	new
train_ru_769	оттого	оттого	ottogo_sY5pSbbyKsk	нареч. разг. обычно с последующим «и» по этой причине, вследствие этого; поэтому	Горпинка поверила словам Казимира, случайно или умышленно они стали часто встречаться в лесу, и оттого теперь милая девушка стала томна и задумчива.		new	new
train_ru_770	оттого	оттого	ottogo_sY5pSbbyKsk	нареч. разг. обычно с последующим «и» по этой причине, вследствие этого; поэтому	Оттого не хочу, что		old	old
train_ru_771	оттого	оттого	ottogo_BgW39bbdUgc	союз употребляется при присоединении придаточной части сложноподчиненного предложения при выражении причинно-следственной связи между главной и придаточной частями, соответствуя по значению словам: потому что	Это была старинная картина, довольно посредственная, но получившая ценность оттого, что краски её полиняли и лак растрескался.		new	new
train_ru_772	оттого	оттого	ottogo_BgW39bbdUgc	союз употребляется при присоединении придаточной части сложноподчиненного предложения при выражении причинно-следственной связи между главной и придаточной частями, соответствуя по значению словам: потому что	Он плакал оттого, что другие плакали.		new	new
train_ru_773	оттого	оттого	ottogo_BgW39bbdUgc	союз употребляется при присоединении придаточной части сложноподчиненного предложения при выражении причинно-следственной связи между главной и придаточной частями, соответствуя по значению словам: потому что	Правда, вы в то же самое время чувствовали, что подружиться, действительно сблизиться он ни с кем не мог, и не мог не оттого, что вообще не нуждался в других людях, а оттого, что вся жизнь его ушла на время внутрь.		new	new
train_ru_774	охать	охать	ohat'_gxJQXmi78sU	перен., разг. пассивно выражать неудовольствие чем-либо	Не нужно усиленно охать по поводу нашей «отсталости», а искать путей к тому, чтобы превзойти постановку радиовещания в буржуазных странах.		new	new
train_ru_775	охать	охать	ohat'_gxJQXmi78sU	перен., разг. пассивно выражать неудовольствие чем-либо	Напередъ сожни, а тамъ охни. На него глядя, охнешь, сожалѣешь его. Ещо успѣешь охнуть, какъ придется издохнуть. Охнешь, какъ издохнешь. Вздохни, охни а свое отбывай. Охнула Татьяна, напоивъ мужа пьяна. Охнетъ дядя, на тетку глядя. Охал дядя, на чужЁя деньги глядя. Холостой охаетъ (съ тоски), женатый охаетъ (изумляясь). МЁръ охнетъ, лѣсъ сохнетъ. МЁръ охнетъ -- царь услышитъ.		old	old
train_ru_776	охать	охать	ohat'_WjdjNybzVAQ	часто повторять восклицание ох!	Ревматизм от сильного движения разыгрался: учитель повалился на постель и начал первоначально охать, потом стонать и, наконец, заплакал.		new	new
train_ru_777	охать	охать	ohat'_WjdjNybzVAQ	часто повторять восклицание ох!	Когда я поддерживал Нину, она стояла довольно уверенно, но стоило только отпустить её руку, как Нина начинала визжать, охать, размахивать руками и катилась прямиком к ближайшему сугробу.		new	new
train_ru_778	охотник	охотникъ	ohotnik_NKjVl8TxRL4	истор., воен. человек, добровольно поступивший на военную службу, но не являющийся при этом вольноопределяющимся	Когда враг чванства, друг распашки // Охотник ты ― не генерал.		new	new
